,B,G,R
163284.0,131.0,114.0,101.0
163288.0,120.0,186.0,237.0
163299.0,120.0,158.0,236.0
163311.0,133.0,206.0,228.0
163323.0,149.0,150.0,160.0
163352.0,183.0,221.0,245.0
163361.0,176.0,182.0,201.0
163429.0,127.0,203.0,252.0
163435.0,146.0,188.0,211.0
163443.0,104.0,161.0,193.0
163445.0,106.0,175.0,208.0
163454.0,113.0,154.0,203.0
163458.0,112.0,174.0,210.0
163462.0,97.0,130.0,149.0
163477.0,159.0,213.0,236.0
163489.0,125.0,209.0,234.0
163528.0,125.0,177.0,214.0
163537.0,123.0,163.0,188.0
163541.0,129.0,206.0,232.0
163545.0,146.0,208.0,246.0
163552.0,143.0,192.0,232.0
163558.0,112.0,159.0,186.0
163584.0,120.0,179.0,235.0
163606.0,165.0,138.0,141.0
163618.0,148.0,177.0,192.0
163623.0,151.0,165.0,184.0
163654.0,120.0,142.0,170.0
163668.0,141.0,151.0,169.0
163697.0,120.0,181.0,221.0
163698.0,122.0,166.0,203.0
163699.0,124.0,160.0,190.0
163702.0,123.0,175.0,228.0
163726.0,128.0,202.0,238.0
163745.0,170.0,177.0,194.0
163753.0,137.0,187.0,223.0
163755.0,80.0,164.0,206.0
163756.0,123.0,125.0,136.0
163761.0,141.0,184.0,217.0
163772.0,225.0,174.0,142.0
163795.0,114.0,142.0,166.0
163809.0,139.0,196.0,241.0
163823.0,106.0,168.0,204.0
163839.0,146.0,211.0,242.0
163861.0,155.0,207.0,243.0
163895.0,142.0,155.0,187.0
163972.0,91.0,125.0,149.0
164005.0,143.0,149.0,162.0
164007.0,140.0,159.0,204.0
164016.0,148.0,189.0,222.0
164053.0,118.0,146.0,207.0
164055.0,213.0,210.0,225.0
164059.0,146.0,208.0,244.0
164088.0,118.0,191.0,253.0
164089.0,125.0,143.0,172.0
164097.0,137.0,166.0,170.0
164105.0,90.0,150.0,209.0
164194.0,106.0,186.0,233.0
164198.0,168.0,178.0,195.0
164199.0,82.0,148.0,219.0
164210.0,113.0,179.0,230.0
164217.0,122.0,190.0,235.0
164226.0,138.0,205.0,230.0
164254.0,118.0,177.0,226.0
164257.0,132.0,183.0,216.0
164277.0,129.0,181.0,198.0
164433.0,98.0,165.0,214.0
164450.0,156.0,190.0,233.0
164489.0,203.0,197.0,208.0
164492.0,108.0,169.0,219.0
164494.0,111.0,202.0,223.0
164513.0,105.0,176.0,213.0
164515.0,135.0,146.0,154.0
164521.0,107.0,175.0,222.0
164530.0,140.0,181.0,220.0
164546.0,107.0,169.0,217.0
164547.0,70.0,162.0,197.0
164550.0,152.0,208.0,227.0
164564.0,185.0,161.0,179.0
164569.0,124.0,197.0,219.0
164588.0,85.0,133.0,161.0
164609.0,82.0,167.0,207.0
164620.0,128.0,181.0,202.0
164645.0,121.0,192.0,226.0
164678.0,126.0,181.0,224.0
164688.0,102.0,167.0,195.0
164705.0,120.0,181.0,215.0
164730.0,126.0,183.0,214.0
164747.0,125.0,181.0,230.0
164760.0,133.0,187.0,222.0
164774.0,192.0,221.0,236.0
164776.0,132.0,159.0,180.0
164785.0,120.0,180.0,216.0
164786.0,139.0,202.0,252.0
164812.0,132.0,151.0,178.0
164823.0,124.0,147.0,185.0
164824.0,144.0,191.0,223.0
164826.0,138.0,191.0,228.0
164828.0,149.0,200.0,243.0
164832.0,171.0,205.0,235.0
164836.0,149.0,204.0,219.0
164862.0,134.0,152.0,175.0
164903.0,144.0,191.0,212.0
164918.0,137.0,199.0,247.0
164992.0,112.0,138.0,152.0
165004.0,111.0,174.0,212.0
165015.0,96.0,151.0,196.0
165083.0,143.0,182.0,226.0
165086.0,158.0,184.0,231.0
165087.0,111.0,169.0,204.0
165098.0,148.0,195.0,226.0
165125.0,139.0,182.0,233.0
165128.0,141.0,206.0,245.0
165129.0,145.0,196.0,239.0
165131.0,138.0,188.0,218.0
165140.0,158.0,169.0,183.0
165165.0,132.0,149.0,205.0
165169.0,158.0,218.0,254.0
165174.0,136.0,186.0,216.0
165192.0,73.0,122.0,160.0
165193.0,118.0,188.0,218.0
165216.0,147.0,191.0,214.0
165226.0,156.0,194.0,226.0
165227.0,110.0,149.0,177.0
165251.0,117.0,183.0,234.0
165253.0,102.0,113.0,127.0
165279.0,159.0,200.0,232.0
165288.0,65.0,132.0,157.0
165305.0,111.0,165.0,190.0
165326.0,133.0,191.0,226.0
165330.0,122.0,135.0,149.0
165338.0,126.0,171.0,209.0
165341.0,90.0,179.0,240.0
165342.0,186.0,186.0,210.0
165354.0,133.0,177.0,218.0
165356.0,126.0,202.0,224.0
165364.0,123.0,189.0,238.0
165383.0,127.0,166.0,205.0
165389.0,115.0,193.0,229.0
165390.0,133.0,154.0,162.0
165408.0,129.0,190.0,230.0
165416.0,153.0,217.0,251.0
165426.0,93.0,123.0,152.0
165432.0,109.0,160.0,230.0
165449.0,197.0,203.0,222.0
165533.0,151.0,194.0,227.0
165571.0,128.0,183.0,234.0
165572.0,166.0,187.0,215.0
165576.0,175.0,160.0,164.0
165588.0,106.0,184.0,227.0
165612.0,137.0,194.0,239.0
165614.0,142.0,213.0,255.0
165625.0,112.0,144.0,187.0
165645.0,145.0,201.0,236.0
165665.0,106.0,122.0,134.0
165688.0,125.0,168.0,201.0
165725.0,137.0,185.0,227.0
165742.0,102.0,156.0,191.0
165747.0,140.0,162.0,187.0
165766.0,117.0,199.0,247.0
165772.0,137.0,188.0,228.0
165813.0,114.0,187.0,239.0
165815.0,133.0,134.0,132.0
165824.0,146.0,197.0,230.0
165838.0,157.0,205.0,233.0
165857.0,140.0,198.0,240.0
165873.0,155.0,209.0,239.0
165884.0,122.0,188.0,213.0
165894.0,121.0,180.0,220.0
165916.0,165.0,218.0,245.0
165924.0,170.0,177.0,226.0
165952.0,129.0,184.0,227.0
165968.0,105.0,176.0,220.0
165983.0,151.0,157.0,170.0
166003.0,123.0,138.0,157.0
166006.0,110.0,202.0,231.0
166007.0,103.0,181.0,228.0
166020.0,123.0,157.0,186.0
166036.0,116.0,185.0,224.0
166037.0,119.0,180.0,224.0
166062.0,144.0,144.0,150.0
166068.0,115.0,150.0,176.0
166101.0,120.0,188.0,231.0
166124.0,161.0,211.0,247.0
166152.0,116.0,187.0,224.0
166164.0,112.0,179.0,224.0
166224.0,187.0,165.0,194.0
166231.0,121.0,155.0,184.0
166250.0,119.0,184.0,215.0
166254.0,106.0,188.0,230.0
166262.0,132.0,147.0,166.0
166276.0,151.0,188.0,216.0
166289.0,125.0,164.0,208.0
166300.0,234.0,214.0,227.0
166303.0,110.0,162.0,192.0
166317.0,121.0,178.0,233.0
166323.0,142.0,201.0,250.0
166337.0,179.0,184.0,193.0
166347.0,116.0,204.0,245.0
166352.0,140.0,175.0,209.0
166361.0,107.0,113.0,124.0
166381.0,101.0,167.0,218.0
166388.0,110.0,185.0,231.0
166402.0,124.0,181.0,243.0
166426.0,118.0,170.0,193.0
166453.0,120.0,199.0,238.0
166462.0,147.0,195.0,219.0
166470.0,150.0,191.0,230.0
166485.0,136.0,171.0,197.0
166507.0,95.0,164.0,203.0
166523.0,123.0,142.0,169.0
166538.0,106.0,154.0,182.0
166559.0,149.0,161.0,227.0
166578.0,151.0,188.0,222.0
166587.0,72.0,151.0,192.0
166592.0,127.0,201.0,243.0
166600.0,122.0,186.0,221.0
166601.0,90.0,168.0,204.0
166614.0,133.0,182.0,230.0
166640.0,126.0,186.0,215.0
166646.0,147.0,199.0,229.0
166672.0,164.0,209.0,246.0
166711.0,109.0,141.0,164.0
166712.0,165.0,221.0,246.0
166728.0,192.0,178.0,182.0
166743.0,98.0,97.0,106.0
166755.0,140.0,192.0,232.0
166762.0,173.0,230.0,252.0
166775.0,156.0,201.0,235.0
166785.0,112.0,137.0,163.0
166786.0,149.0,202.0,235.0
166816.0,121.0,181.0,217.0
166827.0,120.0,194.0,228.0
166859.0,161.0,211.0,241.0
166905.0,119.0,184.0,215.0
166908.0,149.0,168.0,183.0
166936.0,186.0,200.0,222.0
166938.0,101.0,134.0,167.0
166961.0,128.0,200.0,242.0
166973.0,138.0,192.0,247.0
166975.0,95.0,180.0,225.0
166977.0,134.0,199.0,238.0
166980.0,163.0,177.0,199.0
166981.0,163.0,150.0,152.0
166989.0,127.0,189.0,230.0
167004.0,130.0,154.0,166.0
167027.0,109.0,187.0,230.0
167029.0,137.0,193.0,234.0
167074.0,114.0,147.0,166.0
167080.0,155.0,202.0,234.0
167086.0,116.0,175.0,221.0
167093.0,111.0,168.0,199.0
167095.0,100.0,186.0,228.0
167102.0,85.0,157.0,205.0
167104.0,137.0,189.0,225.0
167259.0,102.0,169.0,230.0
167266.0,116.0,198.0,239.0
167284.0,190.0,204.0,233.0
167288.0,110.0,168.0,220.0
167305.0,134.0,185.0,235.0
167311.0,134.0,158.0,176.0
167317.0,114.0,166.0,213.0
167344.0,110.0,121.0,141.0
167352.0,97.0,190.0,221.0
167367.0,157.0,214.0,253.0
167387.0,97.0,172.0,211.0
167416.0,120.0,172.0,208.0
167424.0,135.0,186.0,236.0
167426.0,118.0,135.0,154.0
167455.0,88.0,120.0,149.0
167460.0,94.0,178.0,226.0
167476.0,114.0,190.0,226.0
167493.0,168.0,175.0,200.0
167507.0,127.0,142.0,158.0
167518.0,107.0,184.0,233.0
167529.0,153.0,203.0,233.0
167551.0,145.0,197.0,209.0
167567.0,85.0,129.0,176.0
167573.0,115.0,168.0,195.0
167574.0,62.0,141.0,192.0
167608.0,143.0,170.0,197.0
167609.0,146.0,180.0,223.0
167613.0,165.0,171.0,194.0
167641.0,159.0,215.0,255.0
167659.0,126.0,174.0,216.0
167674.0,134.0,143.0,163.0
167695.0,161.0,174.0,190.0
167700.0,171.0,195.0,255.0
167716.0,108.0,105.0,107.0
167725.0,147.0,209.0,245.0
167728.0,131.0,191.0,221.0
167770.0,96.0,172.0,214.0
167776.0,129.0,195.0,246.0
167782.0,122.0,164.0,209.0
167786.0,121.0,194.0,226.0
167793.0,80.0,147.0,192.0
167801.0,181.0,223.0,246.0
167831.0,103.0,131.0,162.0
167856.0,110.0,119.0,132.0
167857.0,119.0,187.0,222.0
167864.0,110.0,163.0,196.0
167887.0,108.0,127.0,148.0
167902.0,88.0,167.0,218.0
167917.0,126.0,181.0,218.0
167935.0,105.0,122.0,141.0
167951.0,102.0,165.0,225.0
167959.0,115.0,180.0,235.0
167962.0,153.0,152.0,162.0
168009.0,93.0,159.0,194.0
168057.0,105.0,126.0,154.0
168064.0,116.0,196.0,233.0
168073.0,117.0,192.0,230.0
168082.0,118.0,188.0,218.0
168097.0,173.0,183.0,217.0
168116.0,158.0,224.0,255.0
168133.0,141.0,152.0,166.0
168158.0,109.0,155.0,209.0
168190.0,182.0,180.0,222.0
168191.0,108.0,146.0,170.0
168197.0,127.0,198.0,236.0
168198.0,132.0,179.0,223.0
168217.0,127.0,187.0,217.0
168225.0,133.0,185.0,221.0
168252.0,113.0,155.0,198.0
168261.0,135.0,170.0,234.0
168266.0,88.0,144.0,185.0
168273.0,247.0,143.0,106.0
168280.0,110.0,136.0,152.0
168282.0,139.0,198.0,230.0
168299.0,135.0,195.0,224.0
168348.0,130.0,186.0,221.0
168367.0,112.0,186.0,222.0
168384.0,115.0,181.0,230.0
168395.0,102.0,148.0,172.0
168425.0,163.0,183.0,218.0
168436.0,148.0,166.0,195.0
168471.0,151.0,195.0,224.0
168472.0,99.0,171.0,205.0
168474.0,148.0,207.0,253.0
168481.0,122.0,178.0,227.0
168490.0,124.0,193.0,233.0
168491.0,105.0,168.0,202.0
168523.0,126.0,186.0,232.0
168533.0,121.0,169.0,203.0
168558.0,152.0,186.0,216.0
168559.0,115.0,183.0,226.0
168561.0,173.0,218.0,251.0
168564.0,104.0,160.0,209.0
168614.0,134.0,185.0,211.0
168615.0,148.0,174.0,191.0
168631.0,150.0,195.0,222.0
168640.0,203.0,181.0,229.0
168653.0,98.0,134.0,170.0
168655.0,144.0,202.0,231.0
168656.0,132.0,189.0,234.0
168657.0,108.0,183.0,227.0
168690.0,97.0,160.0,228.0
168695.0,94.0,182.0,236.0
168702.0,109.0,150.0,182.0
168724.0,121.0,192.0,225.0
168733.0,88.0,142.0,167.0
168749.0,183.0,196.0,228.0
168750.0,133.0,183.0,213.0
168769.0,105.0,158.0,191.0
168795.0,150.0,156.0,193.0
168825.0,145.0,197.0,243.0
168858.0,121.0,194.0,222.0
168872.0,131.0,173.0,216.0
168907.0,117.0,147.0,164.0
168910.0,150.0,195.0,238.0
168921.0,124.0,168.0,205.0
168971.0,133.0,176.0,215.0
168982.0,99.0,162.0,200.0
169023.0,178.0,162.0,180.0
169072.0,118.0,149.0,182.0
169079.0,136.0,176.0,225.0
169089.0,135.0,196.0,230.0
169113.0,134.0,202.0,239.0
169125.0,132.0,162.0,181.0
169129.0,124.0,185.0,229.0
169144.0,109.0,171.0,211.0
169150.0,142.0,151.0,171.0
169162.0,113.0,180.0,235.0
169171.0,105.0,164.0,210.0
169180.0,98.0,193.0,226.0
169190.0,120.0,185.0,223.0
169214.0,96.0,166.0,206.0
169244.0,96.0,163.0,202.0
169280.0,122.0,187.0,226.0
169290.0,126.0,171.0,198.0
169298.0,162.0,191.0,222.0
169307.0,124.0,174.0,227.0
169309.0,243.0,229.0,235.0
169311.0,137.0,185.0,237.0
169333.0,117.0,186.0,225.0
169340.0,153.0,166.0,188.0
169363.0,149.0,149.0,179.0
169366.0,143.0,204.0,248.0
169370.0,119.0,178.0,210.0
169371.0,92.0,108.0,120.0
169380.0,152.0,153.0,179.0
169391.0,202.0,175.0,155.0
169394.0,102.0,155.0,192.0
169404.0,113.0,179.0,214.0
169407.0,113.0,185.0,227.0
169469.0,159.0,127.0,122.0
169492.0,109.0,184.0,230.0
169504.0,165.0,190.0,232.0
169505.0,114.0,155.0,187.0
169507.0,112.0,137.0,153.0
169512.0,145.0,221.0,209.0
169522.0,134.0,186.0,222.0
169526.0,166.0,187.0,215.0
169530.0,120.0,197.0,230.0
169554.0,122.0,179.0,230.0
169559.0,131.0,144.0,158.0
169651.0,141.0,204.0,242.0
169660.0,114.0,158.0,187.0
169663.0,139.0,157.0,168.0
169679.0,154.0,219.0,255.0
169695.0,117.0,184.0,233.0
169716.0,112.0,110.0,116.0
169728.0,102.0,165.0,193.0
169740.0,167.0,151.0,152.0
169744.0,115.0,101.0,103.0
169755.0,129.0,193.0,228.0
169758.0,107.0,174.0,237.0
169760.0,97.0,167.0,204.0
169764.0,87.0,131.0,168.0
169775.0,144.0,149.0,150.0
169788.0,128.0,175.0,196.0
169790.0,152.0,159.0,174.0
169792.0,105.0,136.0,157.0
169810.0,134.0,195.0,251.0
169821.0,100.0,188.0,224.0
169833.0,131.0,108.0,112.0
169850.0,140.0,183.0,216.0
169897.0,130.0,185.0,222.0
169906.0,189.0,182.0,203.0
169924.0,99.0,159.0,205.0
169927.0,113.0,166.0,199.0
169964.0,106.0,150.0,167.0
169987.0,167.0,154.0,156.0
169996.0,109.0,190.0,225.0
170012.0,105.0,138.0,164.0
170018.0,159.0,206.0,238.0
170056.0,106.0,183.0,240.0
170070.0,128.0,200.0,234.0
170075.0,148.0,175.0,212.0
170093.0,124.0,192.0,229.0
170106.0,120.0,146.0,176.0
170119.0,153.0,198.0,241.0
170130.0,88.0,81.0,84.0
170144.0,150.0,208.0,255.0
170168.0,95.0,133.0,168.0
170173.0,147.0,206.0,245.0
170208.0,88.0,137.0,187.0
170210.0,115.0,180.0,225.0
170224.0,148.0,198.0,228.0
170254.0,135.0,197.0,227.0
170259.0,150.0,128.0,130.0
170278.0,191.0,200.0,204.0
170286.0,157.0,207.0,249.0
170296.0,112.0,187.0,239.0
170324.0,118.0,187.0,227.0
170340.0,130.0,192.0,230.0
170373.0,109.0,157.0,229.0
170396.0,157.0,193.0,203.0
170415.0,118.0,135.0,156.0
170444.0,124.0,200.0,253.0
170517.0,134.0,205.0,249.0
170549.0,136.0,189.0,232.0
170565.0,121.0,146.0,180.0
170579.0,142.0,214.0,232.0
170583.0,120.0,185.0,224.0
170599.0,132.0,190.0,225.0
170606.0,148.0,185.0,211.0
170629.0,153.0,195.0,237.0
170633.0,137.0,195.0,231.0
170637.0,111.0,163.0,204.0
170644.0,181.0,168.0,200.0
170648.0,129.0,190.0,224.0
170658.0,142.0,191.0,217.0
170659.0,111.0,163.0,203.0
170676.0,230.0,188.0,183.0
170687.0,121.0,195.0,221.0
170725.0,114.0,173.0,213.0
170735.0,188.0,212.0,234.0
170744.0,143.0,203.0,249.0
170755.0,140.0,195.0,234.0
170760.0,138.0,192.0,222.0
170771.0,144.0,193.0,233.0
170774.0,112.0,136.0,166.0
170789.0,131.0,193.0,247.0
170801.0,123.0,183.0,207.0
170825.0,132.0,201.0,241.0
170841.0,123.0,144.0,175.0
170855.0,117.0,173.0,222.0
170858.0,89.0,163.0,217.0
170916.0,161.0,206.0,233.0
170925.0,111.0,123.0,123.0
170947.0,159.0,151.0,162.0
170954.0,122.0,179.0,210.0
170968.0,105.0,165.0,217.0
170975.0,124.0,145.0,173.0
171012.0,106.0,185.0,218.0
171016.0,130.0,182.0,222.0
171031.0,129.0,178.0,204.0
171055.0,133.0,198.0,226.0
171098.0,190.0,206.0,229.0
171110.0,83.0,115.0,151.0
171113.0,150.0,172.0,208.0
171118.0,134.0,195.0,229.0
171120.0,135.0,196.0,222.0
171129.0,158.0,214.0,255.0
171131.0,105.0,172.0,221.0
171154.0,124.0,147.0,163.0
171161.0,135.0,154.0,169.0
171164.0,167.0,198.0,223.0
171173.0,135.0,209.0,233.0
171178.0,120.0,140.0,157.0
171192.0,159.0,159.0,171.0
171198.0,168.0,220.0,255.0
171238.0,127.0,183.0,224.0
171250.0,167.0,157.0,170.0
171296.0,99.0,155.0,202.0
171301.0,131.0,144.0,158.0
171355.0,133.0,128.0,157.0
171366.0,149.0,207.0,249.0
171368.0,134.0,193.0,242.0
171372.0,121.0,147.0,193.0
171406.0,126.0,119.0,126.0
171429.0,146.0,165.0,203.0
171435.0,102.0,127.0,167.0
171436.0,185.0,199.0,228.0
171447.0,97.0,176.0,209.0
171451.0,141.0,187.0,235.0
171459.0,137.0,170.0,219.0
171463.0,189.0,175.0,177.0
171487.0,118.0,183.0,234.0
171499.0,114.0,148.0,172.0
171535.0,102.0,146.0,183.0
171555.0,166.0,143.0,181.0
171558.0,130.0,151.0,183.0
171562.0,138.0,207.0,255.0
171573.0,116.0,174.0,223.0
171597.0,123.0,184.0,228.0
171613.0,105.0,170.0,201.0
171617.0,109.0,168.0,208.0
171620.0,104.0,142.0,172.0
171627.0,135.0,190.0,235.0
171644.0,102.0,180.0,216.0
171645.0,127.0,191.0,246.0
171654.0,110.0,140.0,165.0
171658.0,145.0,188.0,221.0
171659.0,119.0,189.0,226.0
171661.0,99.0,152.0,185.0
171662.0,171.0,150.0,158.0
171674.0,149.0,170.0,202.0
171697.0,102.0,178.0,214.0
171738.0,125.0,192.0,247.0
171744.0,144.0,205.0,239.0
171766.0,130.0,189.0,228.0
171801.0,153.0,179.0,191.0
171804.0,141.0,182.0,231.0
171808.0,123.0,136.0,174.0
171869.0,115.0,114.0,116.0
171904.0,131.0,161.0,232.0
171955.0,154.0,179.0,199.0
171971.0,105.0,146.0,179.0
171979.0,130.0,205.0,237.0
171998.0,150.0,152.0,176.0
172013.0,188.0,159.0,185.0
172017.0,131.0,200.0,227.0
172034.0,110.0,176.0,225.0
172044.0,169.0,214.0,247.0
172055.0,133.0,166.0,185.0
172070.0,120.0,181.0,225.0
172075.0,137.0,151.0,157.0
172145.0,119.0,159.0,188.0
172148.0,103.0,141.0,176.0
172156.0,124.0,194.0,223.0
172226.0,101.0,157.0,192.0
172259.0,131.0,182.0,215.0
172275.0,134.0,202.0,239.0
172276.0,118.0,131.0,145.0
172278.0,137.0,163.0,193.0
172287.0,129.0,137.0,136.0
172306.0,171.0,219.0,247.0
172329.0,120.0,170.0,206.0
172348.0,93.0,166.0,224.0
172349.0,143.0,156.0,188.0
172350.0,154.0,150.0,145.0
172353.0,132.0,193.0,243.0
172356.0,143.0,202.0,248.0
172377.0,132.0,156.0,176.0
172396.0,93.0,194.0,226.0
172407.0,139.0,143.0,161.0
172411.0,140.0,177.0,197.0
172420.0,130.0,176.0,207.0
172421.0,100.0,132.0,185.0
172422.0,175.0,178.0,183.0
172444.0,182.0,216.0,240.0
172450.0,153.0,132.0,130.0
172460.0,94.0,120.0,137.0
172476.0,156.0,206.0,234.0
172477.0,151.0,196.0,223.0
172480.0,93.0,172.0,221.0
172485.0,151.0,200.0,232.0
172491.0,128.0,182.0,223.0
172508.0,126.0,172.0,206.0
172518.0,148.0,200.0,241.0
172519.0,126.0,170.0,229.0
172524.0,122.0,193.0,226.0
172533.0,115.0,186.0,243.0
172538.0,124.0,162.0,192.0
172541.0,108.0,179.0,229.0
172550.0,87.0,162.0,218.0
172616.0,121.0,170.0,214.0
172620.0,136.0,178.0,213.0
172625.0,123.0,141.0,158.0
172626.0,138.0,212.0,248.0
172649.0,108.0,189.0,224.0
172659.0,107.0,169.0,209.0
172661.0,74.0,133.0,165.0
172677.0,127.0,167.0,216.0
172678.0,115.0,164.0,202.0
172685.0,127.0,206.0,245.0
172693.0,143.0,142.0,176.0
172704.0,120.0,132.0,150.0
172709.0,97.0,150.0,193.0
172715.0,128.0,142.0,164.0
172718.0,126.0,190.0,225.0
172725.0,134.0,190.0,245.0
172743.0,115.0,158.0,191.0
172760.0,132.0,186.0,217.0
172764.0,123.0,123.0,129.0
172792.0,87.0,128.0,160.0
172805.0,136.0,187.0,227.0
172820.0,114.0,155.0,187.0
172845.0,87.0,145.0,187.0
172852.0,95.0,183.0,229.0
172857.0,122.0,187.0,201.0
172869.0,200.0,189.0,199.0
172879.0,125.0,196.0,233.0
172881.0,170.0,223.0,255.0
172912.0,106.0,135.0,180.0
172919.0,92.0,136.0,159.0
172928.0,140.0,206.0,241.0
172932.0,117.0,178.0,212.0
172936.0,148.0,194.0,218.0
172968.0,234.0,216.0,215.0
172984.0,131.0,180.0,228.0
172991.0,146.0,209.0,243.0
173007.0,166.0,217.0,243.0
173015.0,79.0,138.0,200.0
173026.0,140.0,198.0,227.0
173031.0,138.0,191.0,228.0
173051.0,125.0,137.0,165.0
173082.0,145.0,187.0,216.0
173107.0,80.0,169.0,206.0
173108.0,125.0,182.0,214.0
173127.0,174.0,208.0,231.0
173134.0,109.0,167.0,226.0
173136.0,128.0,189.0,245.0
173137.0,87.0,121.0,144.0
173145.0,174.0,222.0,250.0
173160.0,135.0,197.0,235.0
173161.0,159.0,183.0,213.0
173176.0,139.0,118.0,120.0
173185.0,135.0,145.0,175.0
173192.0,141.0,188.0,220.0
173197.0,134.0,179.0,217.0
173198.0,153.0,170.0,196.0
173213.0,122.0,193.0,226.0
173221.0,154.0,206.0,243.0
173233.0,127.0,193.0,228.0
173235.0,122.0,162.0,211.0
173236.0,107.0,128.0,155.0
173248.0,91.0,184.0,217.0
173251.0,86.0,156.0,216.0
173254.0,105.0,190.0,230.0
173255.0,137.0,159.0,207.0
173272.0,87.0,175.0,212.0
173286.0,178.0,203.0,229.0
173300.0,85.0,160.0,239.0
173317.0,100.0,170.0,210.0
173351.0,132.0,143.0,157.0
173355.0,125.0,174.0,212.0
173373.0,137.0,184.0,215.0
173382.0,130.0,197.0,242.0
173383.0,82.0,169.0,233.0
173388.0,100.0,177.0,239.0
173392.0,152.0,204.0,244.0
173409.0,110.0,175.0,220.0
173428.0,157.0,177.0,194.0
173439.0,116.0,166.0,202.0
173443.0,153.0,213.0,249.0
173477.0,178.0,181.0,209.0
173485.0,132.0,199.0,214.0
173504.0,96.0,103.0,106.0
173506.0,169.0,190.0,222.0
173542.0,104.0,174.0,227.0
173567.0,127.0,140.0,148.0
173585.0,132.0,177.0,215.0
173586.0,98.0,167.0,207.0
173610.0,151.0,199.0,227.0
173634.0,138.0,168.0,179.0
173635.0,219.0,184.0,181.0
173637.0,130.0,131.0,135.0
173648.0,199.0,219.0,250.0
173702.0,111.0,193.0,241.0
173713.0,135.0,191.0,226.0
173747.0,135.0,164.0,191.0
173756.0,108.0,174.0,225.0
173765.0,127.0,132.0,135.0
173777.0,113.0,150.0,176.0
173779.0,156.0,211.0,248.0
173822.0,111.0,176.0,220.0
173833.0,151.0,153.0,177.0
173837.0,121.0,170.0,196.0
173860.0,143.0,209.0,244.0
173863.0,133.0,185.0,215.0
173911.0,124.0,188.0,236.0
173912.0,75.0,111.0,135.0
173924.0,123.0,161.0,196.0
173964.0,121.0,190.0,223.0
173965.0,137.0,197.0,251.0
173966.0,139.0,204.0,235.0
173991.0,155.0,191.0,221.0
174004.0,110.0,184.0,226.0
174012.0,119.0,181.0,229.0
174019.0,142.0,185.0,224.0
174037.0,135.0,206.0,233.0
174038.0,111.0,194.0,225.0
174051.0,124.0,144.0,161.0
174055.0,129.0,184.0,245.0
174059.0,110.0,182.0,229.0
174060.0,114.0,153.0,192.0
174068.0,99.0,176.0,222.0
174075.0,145.0,164.0,201.0
174077.0,158.0,150.0,167.0
174096.0,118.0,165.0,203.0
174102.0,155.0,126.0,121.0
174105.0,127.0,183.0,224.0
174124.0,255.0,196.0,206.0
174126.0,129.0,202.0,240.0
174129.0,97.0,181.0,233.0
174157.0,121.0,189.0,226.0
174184.0,118.0,159.0,192.0
174188.0,135.0,190.0,221.0
174193.0,157.0,211.0,246.0
174214.0,107.0,131.0,155.0
174245.0,130.0,143.0,175.0
174264.0,151.0,206.0,237.0
174285.0,135.0,192.0,218.0
174317.0,157.0,196.0,228.0
174318.0,92.0,136.0,183.0
174337.0,154.0,218.0,242.0
174338.0,112.0,172.0,208.0
174354.0,152.0,180.0,215.0
174378.0,144.0,167.0,199.0
174391.0,72.0,170.0,218.0
174395.0,122.0,176.0,223.0
174409.0,103.0,117.0,129.0
174414.0,159.0,199.0,234.0
174422.0,137.0,187.0,229.0
174437.0,99.0,174.0,213.0
174440.0,126.0,182.0,241.0
174444.0,135.0,197.0,237.0
174462.0,88.0,183.0,223.0
174490.0,160.0,196.0,226.0
174543.0,141.0,209.0,246.0
174550.0,129.0,181.0,218.0
174555.0,135.0,194.0,243.0
174589.0,143.0,171.0,205.0
174635.0,128.0,127.0,143.0
174658.0,156.0,215.0,255.0
174667.0,117.0,174.0,206.0
174668.0,124.0,184.0,214.0
174669.0,103.0,183.0,236.0
174672.0,120.0,176.0,211.0
174708.0,160.0,136.0,136.0
174709.0,113.0,148.0,191.0
174719.0,84.0,145.0,179.0
174741.0,107.0,118.0,146.0
174767.0,116.0,187.0,225.0
174781.0,102.0,205.0,254.0
174806.0,155.0,200.0,243.0
174828.0,120.0,160.0,188.0
174834.0,140.0,202.0,232.0
174841.0,137.0,191.0,224.0
